word,CEFR,Japanese,phonetic,category,Example,Example_JP
peeve,C1,不満,/ˈpiːv/,General,His biggest peeve is people chewing loudly.,彼の一番の不満は、人々が音を立てて物を噛むことです。
perishable,C1,腐りやすい,/ˈpɛrɪʃəbəl/,General,Fresh seafood is perishable and must be stored properly.,新鮮な魚介類は腐りやすく、適切に保管する必要がある。
polystyrene,C1,ポリスチレン,/ˌpɑlɪˈstaɪˌriːn/,General,Polystyrene is often used to make packaging materials.,ポリスチレンは、包装材を作るためによく使用されます。
pontiff,C1,教皇,/ˈpɑntəf/,General,The pontiff gave a speech.,教皇はスピーチを行った。
postulated,C1,仮定された,/postulated/,Academic,The theory postulated the existence of dark matter.,その理論は暗黒物質の存在を仮定した。
preemptive,C1,先制的な,/priˈɛmptɪv/,General,The company took preemptive action to prevent a crisis.,会社は危機を防ぐために先制的な措置を講じた。
pretender,C1,偽者、詐称者,/priːtˈendɚ/,General,He was exposed as a pretender to the throne.,彼は王位の詐称者として暴露された。
proletarian,C1,プロレタリアの,/ˌproʊləˈtɛriən/,General,He was a proletarian activist.,彼はプロレタリアの活動家だった。
prolonging,C1,長引かせている,/proʊˈlɔŋɪŋ/,Science,The doctor was trying to avoid prolonging his pain.,医師は彼の痛みを長引かせないように努めていた。
prosthesis,C1,補綴,/ˌprɔˈsθɛsɪs/,General,He received a new prosthesis after the accident.,彼は事故後、新しい補綴物を受け取った。
puny,C1,ちっぽけな,/ˈpjuːni/,General,He looked puny compared to the other athletes.,彼は他の選手たちと比べてちっぽけに見えた。
quilted,C1,キルティングされた,/ˈkwɪltɪd/,General,She made a quilted blanket.,彼女はキルティングされた毛布を作った。
rancid,C1,腐敗した、悪臭を放つ,/ˈrænsɪd/,General,The milk had turned rancid.,牛乳は腐敗していた。
reassess,C1,再評価する,/riəˈsɛs/,General,We need to reassess our strategy.,私たちは戦略を再評価する必要がある。
rediscover,C1,再発見する,/ridɪˈskʌvər/,General,They are trying to rediscover their original roots.,彼らは自分たちのルーツを再発見しようとしている。
reissued,C1,再発行された,/riˈɪʃud/,General,The old stamps were reissued for collectors.,古い切手が収集家向けに再発行された。
reorganize,C1,再編成する,/riːˈɔːrɡənˌaɪz/,General,The company needs to reorganize its departments.,その会社は、部門を再編成する必要がある。
replayed,C1,再生した,/riˈpleɪd/,General,He replayed the video to watch it again.,彼はビデオをもう一度見るために再生した。
restlessness,C1,落ち着きのなさ、不安,/ˈrɛstləsnəs/,General,His restlessness made it difficult for him to sit still.,彼の落ち着きのなさは、彼がじっとしているのを困難にした。
retaliated,C1,報復した,/rɪˈtæliˌeɪtɪd/,General,They retaliated for the attack.,彼らは攻撃に対して報復した。
revolted,C1,反乱を起こした,/rɪˈvoʊltɪd/,General,The peasants revolted against the oppressive regime.,農民たちは圧制的な体制に対して反乱を起こした。
screenwriting,C1,脚本執筆,/ˈskriːˌnraɪtɪŋ/,General,He is taking a class in screenwriting.,彼は脚本執筆のクラスを受講している。
sicker,C1,より具合が悪い,/ˈsɪkər/,Culture,She felt sicker after eating the bad food.,彼女は悪い食べ物を食べた後、より具合が悪くなった。
signified,C1,意味した、示した,/ˈsɪɡnəˌfaɪd/,Culture,The red flag signified danger.,赤い旗は危険を示していた。
snoopy,C1,詮索好き,/ˈsnuːpi/,General,He's a very snoopy neighbor.,彼はとても詮索好きな隣人だ。
sobbed,C1,すすり泣いた,/ˈsɑbd/,General,She sobbed after hearing the bad news.,彼女は悪い知らせを聞いてすすり泣いた。
stenosis,C1,狭窄,/stenosis/,Science,The patient was diagnosed with aortic stenosis.,患者は大動脈狭窄と診断されました。
suffocation,C1,窒息,/ˌsʌfəˈkeɪʃən/,General,The lack of oxygen in the confined space caused suffocation.,密閉された空間での酸素不足が窒息を引き起こした。
syndication,C1,配信,/ˌsɪndɪˈkeɪʃən/,General,The news story is being syndicated across various platforms.,そのニュース記事は様々なプラットフォームで配信されている。
tenfold,C1,10倍の,/ˈtɛˌnfoʊld/,General,The company increased its sales tenfold in one year.,その会社は1年で売上を10倍に増やしました。
thrall,C1,束縛、支配,/ˈθrɔl/,General,He was in thrall to his addiction.,彼は中毒の束縛を受けていた。
throng,C1,群衆,/θrˈɔːŋ/,Culture,throng of people gathered for the festival.,お祭りのために大勢の人々が集まった。
togetherness,C1,一体感,/təˈɡɛðərnəs/,General,The team felt a sense of togetherness after the victory.,チームは勝利後、一体感を感じました。
traceable,C1,追跡可能な,/ˈtreɪsəbəl/,General,The origin of the email was traceable to a foreign server.,そのメールの送信元は海外のサーバーに追跡可能だった。
trite,C1,陳腐な,/ˈtraɪt/,General,"The saying was a bit trite, but still effective.",そのことわざは少し陳腐だったが、それでも効果的だった。
undamaged,C1,無傷の,/ˌʌˈndæmədʒd/,General,The package arrived undamaged.,その荷物は無傷で届いた。
unpacked,C1,開梱した,/əˈnpækt/,General,She unpacked the groceries from the shopping bags.,彼女は買い物袋から食料品を開梱した。
urinating,C1,排尿する,/ˈjɜːrəˌneɪtɪŋ/,Science,The patient had difficulty urinating.,患者は排尿が困難だった。
visualized,C1,視覚化した,/ˈvɪʒwəˌlaɪzd/,General,He visualized the scene in his mind before drawing it.,彼は描く前に、頭の中でその場面を視覚化した。
wily,C1,ずる賢い,/ˈwaɪli/,General,The wily fox outsmarted the hunters.,ずる賢いキツネは猟師を出し抜きました。
acetone,C1,アセトン,/ˈæsəˌtoʊn/,General,Acetone can be used to remove nail polish.,アセトンはマニキュアを落とすのに使える。
actuarial,C1,保険数理の,/ˌæktʃəˈwɛriəl/,Academic,The actuarial analysis showed the risk was minimal.,保険数理の分析では、リスクは最小限であることが示された。
amine,C1,アミン,/ɑˈmiːnɪz/,General,amine are organic compounds containing nitrogen.,アミンは窒素を含む有機化合物である。
anathema,C1,破門、忌み嫌われるもの,/əˈnæθəmə/,Science,The idea of socialized medicine was anathema to many conservatives.,社会化された医療の考え方は、多くの保守派にとって忌み嫌われるものだった。
appeasement,C1,"宥和, なだめ",/əˈpiːzmənt/,General,The policy of appeasement failed to prevent war.,宥和政策は戦争を防ぐことができなかった。
appropriating,C1,流用する、不正使用する,/əˈproʊpriˌeɪtɪŋ/,General,She was accused of appropriating funds for personal use.,彼女は個人的な利用のために資金を流用したと非難された。
ascertained,C1,確認した,/ˌæsərˈteɪnd/,General,The police ascertained the identity of the suspect.,警察は容疑者の身元を確認した。
barked,C1,吠えた,/ˈbɑrkt/,General,The dog barked at the stranger.,その犬は見知らぬ人に吠えた。
barrack,C1,兵舎,/ˈbærək/,General,The soldiers lived in a barrack.,兵士たちは兵舎に住んでいた。
batty,C1,風変わりな、頭のおかしい,/ˈbæti/,Nature,"She has some batty ideas, but they're always interesting.",彼女はいくつかの風変わりなアイデアを持っているが、いつも面白い。
belvedere,C1,見晴らし台,/ˌbɛlvəˈdɪr/,General,The belvedere offers a stunning view of the landscape.,見晴らし台からは風景の素晴らしい景色が見える。
bitty,C1,小さい,/ˈbɪti/,General,The pieces were very bitty.,そのかけらは非常に小さかった。
boyish,C1,少年のような,/ˈbɔɪɪʃ/,General,She has a boyish charm that everyone loves.,彼女には誰もが愛する少年のような魅力がある。
bps,C1,"bps (bits per second, 1秒あたりのビット数)",/bps/,General,"The network connection offers 100 bps, which is very slow.",ネットワーク接続は100 bpsで、非常に遅いです。
bushel,C1,ブッシェル,/ˈbʊʃəl/,General,The farmer harvested a bushel of wheat.,農夫は1ブッシェルの小麦を収穫した。
calibrate,C1,校正する,/ˈkæləˌbreɪt/,General,We need to calibrate the equipment before we use it.,使用する前に機器を校正する必要がある。
candlestick,C1,燭台,/kˈændəlstˌɪk/,Daily,The room was decorated with silver candlestick.,部屋は銀の燭台で飾られていた。
capricious,C1,気まぐれな,/kəˈprɪʃəs/,Nature,The weather has been very capricious lately.,最近、天気は非常に気まぐれだ。
carcinogenic,C1,発がん性のある,/ˌkɑrsənoʊˈdʒɛnɪk/,General,Certain chemicals have been proven to be carcinogenic.,特定の化学物質は発がん性があることが証明されています。
cation,C1,陽イオン,/cations/,General,cation are positively charged ions.,陽イオンは正に帯電したイオンである。
cel,C1,セル画,/ˈsɛl/,General,The animator meticulously crafted each cel.,アニメーターは各セル画を丁寧に作成しました。
chromatin,C1,クロマチン,/chromatin/,General,Chromatin is the complex of DNA and proteins in the nucleus.,クロマチンは核内のDNAとタンパク質の複合体です。
conch,C1,ほら貝,/ˈkɑntʃ/,General,She picked up a conch shell on the beach.,彼女はビーチでほら貝を拾い上げた。
confucian,C1,儒教の,/kəˈnfjuːʃən/,General,Confucian values emphasize social harmony and respect for elders.,儒教の価値観は、社会の調和と長老への尊敬を強調する。
conspirator,C1,共謀者,/kəˈnspɪrətər/,General,He was identified as a conspirator in the plot.,彼はその陰謀の共謀者として特定されました。
conveyance,C1,輸送手段,/kənvˈeɪəns/,Daily,The car is a common means of conveyance.,車は一般的な輸送手段です。
dawning,C1,（夜明けのように）始まる、明るくなり始める,/ˈdɔnɪŋ/,Daily,A dawning realization struck her about her true feelings.,彼女の本当の気持ちについて、新たな認識が彼女を襲った。
demarcation,C1,境界線、区画,/ˌdiːmɑˈrkeɪʃən/,General,The demarcation between the two properties was clearly marked.,2つの不動産の境界線は明確にマークされていた。
dimly,C1,ぼんやりと、薄暗く,/ˈdɪmli/,Daily,The room was dimly lit.,部屋は薄暗く照らされていた。
discernment,C1,識別力,/dɪˈsɜːrnmənt/,General,She showed great discernment in choosing her friends.,彼女は友人を選ぶ際に優れた識別力を示した。
dislodge,C1,取り除く、退去させる,/dɪˈslɑdʒ/,Nature,The wind dislodged a few tiles from the roof.,風で屋根からタイルがいくつか外れた。
dismembered,C1,バラバラにされた,/dɪˈsmɛmbərd/,Daily,The body was dismembered after the accident.,遺体は事故後にバラバラにされた。
disrepair,C1,荒廃、破損,/ˌdɪsrɪˈpɛr/,Daily,The old house fell into disrepair after years of neglect.,その古い家は何年も放置された後、荒廃していった。
doings,C1,行動,/ˈduːɪŋz/,General,I'm not sure about his recent doings.,彼の最近の行動についてはよくわからない。
doorman,C1,ドアマン,/ˈdɔˌrmæn/,General,The doorman opened the door for us.,ドアマンが私たちのためにドアを開けました。
emulating,C1,見習う,/ˈɛmjəˌleɪtɪŋ/,General,He was emulating his hero's style of play.,彼は英雄のプレースタイルを見習っていました。
